Datasets\CHoiCe-Dataset-main\data-bin\31\v (03).png,v
Datasets\CHoiCe-Dataset-main\data-bin\07\7 (34).png,7
Datasets\CHoiCe-Dataset-main\data-bin\37\B (39).png,B
Datasets\CHoiCe-Dataset-main\data-bin\48\M (07).png,M
Datasets\CHoiCe-Dataset-main\data-bin\14\e (09).png,e
Datasets\CHoiCe-Dataset-main\data-bin\25\p (10).png,p
Datasets\CHoiCe-Dataset-main\data-bin\58\W (02).png,W
Datasets\CHoiCe-Dataset-main\data-bin\59\X (03).png,X
Datasets\CHoiCe-Dataset-main\data-bin\35\z (31).png,z
Datasets\CHoiCe-Dataset-main\data-bin\59\X (33).png,X
Datasets\CHoiCe-Dataset-main\data-bin\35\z (39).png,z
Datasets\CHoiCe-Dataset-main\data-bin\50\O (43).png,O
Datasets\CHoiCe-Dataset-main\data-bin\09\9 (42).png,9
Datasets\CHoiCe-Dataset-main\data-bin\05\5 (11).png,5
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (40).png,4
Datasets\CHoiCe-Dataset-main\data-bin\36\A (07).png,A
Datasets\CHoiCe-Dataset-main\data-bin\38\C (21).png,C
Datasets\CHoiCe-Dataset-main\data-bin\54\S (61).png,S
Datasets\CHoiCe-Dataset-main\data-bin\38\C (56).png,C
Datasets\CHoiCe-Dataset-main\data-bin\31\v (05).png,v
Datasets\CHoiCe-Dataset-main\data-bin\60\Y (35).png,Y
Datasets\CHoiCe-Dataset-main\data-bin\17\h (03).png,h
Datasets\CHoiCe-Dataset-main\data-bin\53\R (10).png,R
Datasets\CHoiCe-Dataset-main\data-bin\11\b (20).png,b
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (72).png,2
Datasets\CHoiCe-Dataset-main\data-bin\36\A (35).png,A
Datasets\CHoiCe-Dataset-main\data-bin\53\R (41).png,R
Datasets\CHoiCe-Dataset-main\data-bin\19\j (25).png,j
Datasets\CHoiCe-Dataset-main\data-bin\23\n (17).png,n
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (49).png,3
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (10).png,2
Datasets\CHoiCe-Dataset-main\data-bin\11\b (36).png,b
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (10).png,1
Datasets\CHoiCe-Dataset-main\data-bin\28\s (41).png,s
Datasets\CHoiCe-Dataset-main\data-bin\43\H (29).png,H
Datasets\CHoiCe-Dataset-main\data-bin\21\l (07).png,l
Datasets\CHoiCe-Dataset-main\data-bin\47\L (13).png,L
Datasets\CHoiCe-Dataset-main\data-bin\20\k (15).png,k
Datasets\CHoiCe-Dataset-main\data-bin\41\F (26).png,F
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (03).png,2
Datasets\CHoiCe-Dataset-main\data-bin\43\H (26).png,H
Datasets\CHoiCe-Dataset-main\data-bin\36\A (45).png,A
Datasets\CHoiCe-Dataset-main\data-bin\34\y (09).png,y
Datasets\CHoiCe-Dataset-main\data-bin\48\M (15).png,M
Datasets\CHoiCe-Dataset-main\data-bin\43\H (12).png,H
Datasets\CHoiCe-Dataset-main\data-bin\32\w (13).png,w
Datasets\CHoiCe-Dataset-main\data-bin\55\T (38).png,T
Datasets\CHoiCe-Dataset-main\data-bin\07\7 (27).png,7
Datasets\CHoiCe-Dataset-main\data-bin\24\o (36).png,o
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (29).png,1
Datasets\CHoiCe-Dataset-main\data-bin\43\H (08).png,H
Datasets\CHoiCe-Dataset-main\data-bin\59\X (29).png,X
Datasets\CHoiCe-Dataset-main\data-bin\35\z (15).png,z
Datasets\CHoiCe-Dataset-main\data-bin\15\f (02).png,f
Datasets\CHoiCe-Dataset-main\data-bin\48\M (08).png,M
Datasets\CHoiCe-Dataset-main\data-bin\16\g (01).png,g
Datasets\CHoiCe-Dataset-main\data-bin\51\P (30).png,P
Datasets\CHoiCe-Dataset-main\data-bin\28\s (13).png,s
Datasets\CHoiCe-Dataset-main\data-bin\10\a (12).png,a
Datasets\CHoiCe-Dataset-main\data-bin\33\x (25).png,x
Datasets\CHoiCe-Dataset-main\data-bin\55\T (19).png,T
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (30).png,4
Datasets\CHoiCe-Dataset-main\data-bin\45\J (05).png,J
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (07).png,4
Datasets\CHoiCe-Dataset-main\data-bin\17\h (27).png,h
Datasets\CHoiCe-Dataset-main\data-bin\44\I (31).png,I
Datasets\CHoiCe-Dataset-main\data-bin\47\L (08).png,L
Datasets\CHoiCe-Dataset-main\data-bin\48\M (41).png,M
Datasets\CHoiCe-Dataset-main\data-bin\13\d (08).png,d
Datasets\CHoiCe-Dataset-main\data-bin\28\s (03).png,s
Datasets\CHoiCe-Dataset-main\data-bin\37\B (31).png,B
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (51).png,3
Datasets\CHoiCe-Dataset-main\data-bin\12\c (01).png,c
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (32).png,0
Datasets\CHoiCe-Dataset-main\data-bin\43\H (05).png,H
Datasets\CHoiCe-Dataset-main\data-bin\28\s (31).png,s
Datasets\CHoiCe-Dataset-main\data-bin\07\7 (20).png,7
Datasets\CHoiCe-Dataset-main\data-bin\06\6 (02).png,6
Datasets\CHoiCe-Dataset-main\data-bin\30\u (02).png,u
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (25).png,4
Datasets\CHoiCe-Dataset-main\data-bin\27\r (37).png,r
Datasets\CHoiCe-Dataset-main\data-bin\23\n (03).png,n
Datasets\CHoiCe-Dataset-main\data-bin\21\l (24).png,l
Datasets\CHoiCe-Dataset-main\data-bin\25\p (21).png,p
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (63).png,2
Datasets\CHoiCe-Dataset-main\data-bin\13\d (31).png,d
Datasets\CHoiCe-Dataset-main\data-bin\30\u (36).png,u
Datasets\CHoiCe-Dataset-main\data-bin\53\R (33).png,R
Datasets\CHoiCe-Dataset-main\data-bin\35\z (29).png,z
Datasets\CHoiCe-Dataset-main\data-bin\05\5 (15).png,5
Datasets\CHoiCe-Dataset-main\data-bin\47\L (20).png,L
Datasets\CHoiCe-Dataset-main\data-bin\10\a (41).png,a
Datasets\CHoiCe-Dataset-main\data-bin\28\s (26).png,s
Datasets\CHoiCe-Dataset-main\data-bin\12\c (33).png,c
Datasets\CHoiCe-Dataset-main\data-bin\38\C (16).png,C
Datasets\CHoiCe-Dataset-main\data-bin\10\a (67).png,a
Datasets\CHoiCe-Dataset-main\data-bin\14\e (36).png,e
Datasets\CHoiCe-Dataset-main\data-bin\56\U (34).png,U
Datasets\CHoiCe-Dataset-main\data-bin\15\f (36).png,f
Datasets\CHoiCe-Dataset-main\data-bin\46\K (38).png,K
Datasets\CHoiCe-Dataset-main\data-bin\43\H (04).png,H
Datasets\CHoiCe-Dataset-main\data-bin\28\s (01).png,s
Datasets\CHoiCe-Dataset-main\data-bin\08\8 (32).png,8
Datasets\CHoiCe-Dataset-main\data-bin\60\Y (37).png,Y
Datasets\CHoiCe-Dataset-main\data-bin\10\a (70).png,a
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (56).png,1
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (36).png,4
Datasets\CHoiCe-Dataset-main\data-bin\46\K (03).png,K
Datasets\CHoiCe-Dataset-main\data-bin\56\U (26).png,U
Datasets\CHoiCe-Dataset-main\data-bin\26\q (35).png,q
Datasets\CHoiCe-Dataset-main\data-bin\48\M (12).png,M
Datasets\CHoiCe-Dataset-main\data-bin\22\m (27).png,m
Datasets\CHoiCe-Dataset-main\data-bin\37\B (11).png,B
Datasets\CHoiCe-Dataset-main\data-bin\44\I (27).png,I
Datasets\CHoiCe-Dataset-main\data-bin\51\P (11).png,P
Datasets\CHoiCe-Dataset-main\data-bin\58\W (36).png,W
Datasets\CHoiCe-Dataset-main\data-bin\24\o (20).png,o
Datasets\CHoiCe-Dataset-main\data-bin\37\B (05).png,B
Datasets\CHoiCe-Dataset-main\data-bin\10\a (42).png,a
Datasets\CHoiCe-Dataset-main\data-bin\21\l (16).png,l
Datasets\CHoiCe-Dataset-main\data-bin\16\g (13).png,g
Datasets\CHoiCe-Dataset-main\data-bin\22\m (22).png,m
Datasets\CHoiCe-Dataset-main\data-bin\49\N (35).png,N
Datasets\CHoiCe-Dataset-main\data-bin\44\I (37).png,I
Datasets\CHoiCe-Dataset-main\data-bin\27\r (26).png,r
Datasets\CHoiCe-Dataset-main\data-bin\13\d (15).png,d
Datasets\CHoiCe-Dataset-main\data-bin\61\Z (27).png,Z
Datasets\CHoiCe-Dataset-main\data-bin\09\9 (16).png,9
Datasets\CHoiCe-Dataset-main\data-bin\48\M (06).png,M
Datasets\CHoiCe-Dataset-main\data-bin\56\U (14).png,U
Datasets\CHoiCe-Dataset-main\data-bin\42\G (39).png,G
Datasets\CHoiCe-Dataset-main\data-bin\37\B (20).png,B
Datasets\CHoiCe-Dataset-main\data-bin\42\G (38).png,G
Datasets\CHoiCe-Dataset-main\data-bin\09\9 (30).png,9
Datasets\CHoiCe-Dataset-main\data-bin\48\M (53).png,M
Datasets\CHoiCe-Dataset-main\data-bin\41\F (29).png,F
Datasets\CHoiCe-Dataset-main\data-bin\55\T (12).png,T
Datasets\CHoiCe-Dataset-main\data-bin\30\u (19).png,u
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (10).png,4
Datasets\CHoiCe-Dataset-main\data-bin\28\s (24).png,s
Datasets\CHoiCe-Dataset-main\data-bin\10\a (01).png,a
Datasets\CHoiCe-Dataset-main\data-bin\45\J (25).png,J
Datasets\CHoiCe-Dataset-main\data-bin\43\H (01).png,H
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (18).png,4
Datasets\CHoiCe-Dataset-main\data-bin\22\m (35).png,m
Datasets\CHoiCe-Dataset-main\data-bin\42\G (19).png,G
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (02).png,0
Datasets\CHoiCe-Dataset-main\data-bin\36\A (41).png,A
Datasets\CHoiCe-Dataset-main\data-bin\28\s (11).png,s
Datasets\CHoiCe-Dataset-main\data-bin\25\p (30).png,p
Datasets\CHoiCe-Dataset-main\data-bin\32\w (35).png,w
Datasets\CHoiCe-Dataset-main\data-bin\51\P (17).png,P
Datasets\CHoiCe-Dataset-main\data-bin\13\d (38).png,d
Datasets\CHoiCe-Dataset-main\data-bin\32\w (40).png,w
Datasets\CHoiCe-Dataset-main\data-bin\28\s (36).png,s
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (17).png,1
Datasets\CHoiCe-Dataset-main\data-bin\18\i (27).png,i
Datasets\CHoiCe-Dataset-main\data-bin\44\I (15).png,I
Datasets\CHoiCe-Dataset-main\data-bin\10\a (14).png,a
Datasets\CHoiCe-Dataset-main\data-bin\24\o (32).png,o
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (27).png,1
Datasets\CHoiCe-Dataset-main\data-bin\45\J (04).png,J
Datasets\CHoiCe-Dataset-main\data-bin\52\Q (01).png,Q
Datasets\CHoiCe-Dataset-main\data-bin\46\K (35).png,K
Datasets\CHoiCe-Dataset-main\data-bin\61\Z (11).png,Z
Datasets\CHoiCe-Dataset-main\data-bin\29\t (12).png,t
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (70).png,2
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (28).png,4
Datasets\CHoiCe-Dataset-main\data-bin\43\H (07).png,H
Datasets\CHoiCe-Dataset-main\data-bin\47\L (37).png,L
Datasets\CHoiCe-Dataset-main\data-bin\52\Q (19).png,Q
Datasets\CHoiCe-Dataset-main\data-bin\30\u (40).png,u
Datasets\CHoiCe-Dataset-main\data-bin\43\H (27).png,H
Datasets\CHoiCe-Dataset-main\data-bin\35\z (40).png,z
Datasets\CHoiCe-Dataset-main\data-bin\27\r (09).png,r
Datasets\CHoiCe-Dataset-main\data-bin\41\F (07).png,F
Datasets\CHoiCe-Dataset-main\data-bin\45\J (38).png,J
Datasets\CHoiCe-Dataset-main\data-bin\20\k (26).png,k
Datasets\CHoiCe-Dataset-main\data-bin\10\a (09).png,a
Datasets\CHoiCe-Dataset-main\data-bin\48\M (54).png,M
Datasets\CHoiCe-Dataset-main\data-bin\06\6 (09).png,6
Datasets\CHoiCe-Dataset-main\data-bin\61\Z (10).png,Z
Datasets\CHoiCe-Dataset-main\data-bin\14\e (41).png,e
Datasets\CHoiCe-Dataset-main\data-bin\09\9 (39).png,9
Datasets\CHoiCe-Dataset-main\data-bin\20\k (09).png,k
Datasets\CHoiCe-Dataset-main\data-bin\28\s (39).png,s
Datasets\CHoiCe-Dataset-main\data-bin\43\H (14).png,H
Datasets\CHoiCe-Dataset-main\data-bin\53\R (20).png,R
Datasets\CHoiCe-Dataset-main\data-bin\36\A (01).png,A
Datasets\CHoiCe-Dataset-main\data-bin\15\f (11).png,f
Datasets\CHoiCe-Dataset-main\data-bin\06\6 (06).png,6
Datasets\CHoiCe-Dataset-main\data-bin\28\s (28).png,s
Datasets\CHoiCe-Dataset-main\data-bin\38\C (44).png,C
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (09).png,2
Datasets\CHoiCe-Dataset-main\data-bin\25\p (37).png,p
Datasets\CHoiCe-Dataset-main\data-bin\19\j (40).png,j
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (07).png,1
Datasets\CHoiCe-Dataset-main\data-bin\38\C (37).png,C
Datasets\CHoiCe-Dataset-main\data-bin\23\n (38).png,n
Datasets\CHoiCe-Dataset-main\data-bin\52\Q (07).png,Q
Datasets\CHoiCe-Dataset-main\data-bin\54\S (39).png,S
Datasets\CHoiCe-Dataset-main\data-bin\24\o (10).png,o
Datasets\CHoiCe-Dataset-main\data-bin\44\I (39).png,I
Datasets\CHoiCe-Dataset-main\data-bin\49\N (24).png,N
Datasets\CHoiCe-Dataset-main\data-bin\22\m (41).png,m
Datasets\CHoiCe-Dataset-main\data-bin\49\N (20).png,N
Datasets\CHoiCe-Dataset-main\data-bin\37\B (16).png,B
Datasets\CHoiCe-Dataset-main\data-bin\15\f (09).png,f
Datasets\CHoiCe-Dataset-main\data-bin\44\I (21).png,I
Datasets\CHoiCe-Dataset-main\data-bin\30\u (14).png,u
Datasets\CHoiCe-Dataset-main\data-bin\38\C (22).png,C
Datasets\CHoiCe-Dataset-main\data-bin\51\P (38).png,P
Datasets\CHoiCe-Dataset-main\data-bin\08\8 (15).png,8
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (35).png,4
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (27).png,2
Datasets\CHoiCe-Dataset-main\data-bin\08\8 (04).png,8
Datasets\CHoiCe-Dataset-main\data-bin\60\Y (06).png,Y
Datasets\CHoiCe-Dataset-main\data-bin\61\Z (33).png,Z
Datasets\CHoiCe-Dataset-main\data-bin\52\Q (14).png,Q
Datasets\CHoiCe-Dataset-main\data-bin\54\S (53).png,S
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (11).png,0
Datasets\CHoiCe-Dataset-main\data-bin\48\M (49).png,M
Datasets\CHoiCe-Dataset-main\data-bin\21\l (03).png,l
Datasets\CHoiCe-Dataset-main\data-bin\38\C (42).png,C
Datasets\CHoiCe-Dataset-main\data-bin\57\V (02).png,V
Datasets\CHoiCe-Dataset-main\data-bin\50\O (35).png,O
Datasets\CHoiCe-Dataset-main\data-bin\23\n (26).png,n
Datasets\CHoiCe-Dataset-main\data-bin\24\o (17).png,o
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (41).png,2
Datasets\CHoiCe-Dataset-main\data-bin\14\e (39).png,e
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (42).png,2
Datasets\CHoiCe-Dataset-main\data-bin\38\C (04).png,C
Datasets\CHoiCe-Dataset-main\data-bin\41\F (02).png,F
Datasets\CHoiCe-Dataset-main\data-bin\54\S (44).png,S
Datasets\CHoiCe-Dataset-main\data-bin\45\J (36).png,J
Datasets\CHoiCe-Dataset-main\data-bin\22\m (06).png,m
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (06).png,0
Datasets\CHoiCe-Dataset-main\data-bin\25\p (24).png,p
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (22).png,3
Datasets\CHoiCe-Dataset-main\data-bin\59\X (19).png,X
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (19).png,0
Datasets\CHoiCe-Dataset-main\data-bin\57\V (01).png,V
Datasets\CHoiCe-Dataset-main\data-bin\22\m (19).png,m
Datasets\CHoiCe-Dataset-main\data-bin\15\f (01).png,f
Datasets\CHoiCe-Dataset-main\data-bin\09\9 (43).png,9
Datasets\CHoiCe-Dataset-main\data-bin\38\C (54).png,C
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (33).png,4
Datasets\CHoiCe-Dataset-main\data-bin\35\z (28).png,z
Datasets\CHoiCe-Dataset-main\data-bin\59\X (13).png,X
Datasets\CHoiCe-Dataset-main\data-bin\41\F (23).png,F
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (50).png,1
Datasets\CHoiCe-Dataset-main\data-bin\49\N (18).png,N
Datasets\CHoiCe-Dataset-main\data-bin\53\R (16).png,R
Datasets\CHoiCe-Dataset-main\data-bin\40\E (34).png,E
Datasets\CHoiCe-Dataset-main\data-bin\40\E (31).png,E
Datasets\CHoiCe-Dataset-main\data-bin\43\H (28).png,H
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (24).png,3
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (11).png,1
Datasets\CHoiCe-Dataset-main\data-bin\52\Q (18).png,Q
Datasets\CHoiCe-Dataset-main\data-bin\58\W (12).png,W
Datasets\CHoiCe-Dataset-main\data-bin\29\t (23).png,t
Datasets\CHoiCe-Dataset-main\data-bin\38\C (27).png,C
Datasets\CHoiCe-Dataset-main\data-bin\53\R (09).png,R
Datasets\CHoiCe-Dataset-main\data-bin\54\S (03).png,S
Datasets\CHoiCe-Dataset-main\data-bin\28\s (21).png,s
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (53).png,2
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (42).png,3
Datasets\CHoiCe-Dataset-main\data-bin\29\t (43).png,t
Datasets\CHoiCe-Dataset-main\data-bin\25\p (36).png,p
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (53).png,1
Datasets\CHoiCe-Dataset-main\data-bin\40\E (30).png,E
Datasets\CHoiCe-Dataset-main\data-bin\17\h (38).png,h
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (08).png,0
Datasets\CHoiCe-Dataset-main\data-bin\15\f (08).png,f
Datasets\CHoiCe-Dataset-main\data-bin\34\y (37).png,y
Datasets\CHoiCe-Dataset-main\data-bin\17\h (13).png,h
Datasets\CHoiCe-Dataset-main\data-bin\47\L (18).png,L
Datasets\CHoiCe-Dataset-main\data-bin\20\k (01).png,k
Datasets\CHoiCe-Dataset-main\data-bin\58\W (22).png,W
Datasets\CHoiCe-Dataset-main\data-bin\19\j (19).png,j
Datasets\CHoiCe-Dataset-main\data-bin\60\Y (23).png,Y
Datasets\CHoiCe-Dataset-main\data-bin\25\p (28).png,p
Datasets\CHoiCe-Dataset-main\data-bin\11\b (06).png,b
Datasets\CHoiCe-Dataset-main\data-bin\36\A (09).png,A
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (27).png,0
Datasets\CHoiCe-Dataset-main\data-bin\35\z (08).png,z
Datasets\CHoiCe-Dataset-main\data-bin\51\P (32).png,P
Datasets\CHoiCe-Dataset-main\data-bin\36\A (32).png,A
Datasets\CHoiCe-Dataset-main\data-bin\57\V (05).png,V
Datasets\CHoiCe-Dataset-main\data-bin\38\C (15).png,C
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (03).png,1
Datasets\CHoiCe-Dataset-main\data-bin\24\o (30).png,o
Datasets\CHoiCe-Dataset-main\data-bin\08\8 (20).png,8
Datasets\CHoiCe-Dataset-main\data-bin\59\X (30).png,X
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (16).png,4
Datasets\CHoiCe-Dataset-main\data-bin\40\E (09).png,E
Datasets\CHoiCe-Dataset-main\data-bin\11\b (29).png,b
Datasets\CHoiCe-Dataset-main\data-bin\26\q (12).png,q
Datasets\CHoiCe-Dataset-main\data-bin\40\E (43).png,E
Datasets\CHoiCe-Dataset-main\data-bin\54\S (67).png,S
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (22).png,4
Datasets\CHoiCe-Dataset-main\data-bin\42\G (04).png,G
Datasets\CHoiCe-Dataset-main\data-bin\23\n (06).png,n
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (01).png,4
Datasets\CHoiCe-Dataset-main\data-bin\59\X (06).png,X
Datasets\CHoiCe-Dataset-main\data-bin\40\E (24).png,E
Datasets\CHoiCe-Dataset-main\data-bin\03\3 (45).png,3
Datasets\CHoiCe-Dataset-main\data-bin\37\B (34).png,B
Datasets\CHoiCe-Dataset-main\data-bin\06\6 (29).png,6
Datasets\CHoiCe-Dataset-main\data-bin\13\d (25).png,d
Datasets\CHoiCe-Dataset-main\data-bin\37\B (10).png,B
Datasets\CHoiCe-Dataset-main\data-bin\49\N (43).png,N
Datasets\CHoiCe-Dataset-main\data-bin\38\C (06).png,C
Datasets\CHoiCe-Dataset-main\data-bin\22\m (15).png,m
Datasets\CHoiCe-Dataset-main\data-bin\23\n (16).png,n
Datasets\CHoiCe-Dataset-main\data-bin\35\z (34).png,z
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (61).png,2
Datasets\CHoiCe-Dataset-main\data-bin\13\d (29).png,d
Datasets\CHoiCe-Dataset-main\data-bin\36\A (37).png,A
Datasets\CHoiCe-Dataset-main\data-bin\14\e (25).png,e
Datasets\CHoiCe-Dataset-main\data-bin\53\R (26).png,R
Datasets\CHoiCe-Dataset-main\data-bin\35\z (01).png,z
Datasets\CHoiCe-Dataset-main\data-bin\48\M (23).png,M
Datasets\CHoiCe-Dataset-main\data-bin\30\u (30).png,u
Datasets\CHoiCe-Dataset-main\data-bin\54\S (32).png,S
Datasets\CHoiCe-Dataset-main\data-bin\10\a (66).png,a
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (48).png,1
Datasets\CHoiCe-Dataset-main\data-bin\46\K (17).png,K
Datasets\CHoiCe-Dataset-main\data-bin\15\f (42).png,f
Datasets\CHoiCe-Dataset-main\data-bin\54\S (27).png,S
Datasets\CHoiCe-Dataset-main\data-bin\56\U (03).png,U
Datasets\CHoiCe-Dataset-main\data-bin\36\A (43).png,A
Datasets\CHoiCe-Dataset-main\data-bin\26\q (34).png,q
Datasets\CHoiCe-Dataset-main\data-bin\54\S (48).png,S
Datasets\CHoiCe-Dataset-main\data-bin\40\E (15).png,E
Datasets\CHoiCe-Dataset-main\data-bin\17\h (26).png,h
Datasets\CHoiCe-Dataset-main\data-bin\18\i (09).png,i
Datasets\CHoiCe-Dataset-main\data-bin\26\q (39).png,q
Datasets\CHoiCe-Dataset-main\data-bin\22\m (17).png,m
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (14).png,0
Datasets\CHoiCe-Dataset-main\data-bin\13\d (22).png,d
Datasets\CHoiCe-Dataset-main\data-bin\24\o (09).png,o
Datasets\CHoiCe-Dataset-main\data-bin\26\q (10).png,q
Datasets\CHoiCe-Dataset-main\data-bin\24\o (23).png,o
Datasets\CHoiCe-Dataset-main\data-bin\11\b (24).png,b
Datasets\CHoiCe-Dataset-main\data-bin\29\t (41).png,t
Datasets\CHoiCe-Dataset-main\data-bin\42\G (31).png,G
Datasets\CHoiCe-Dataset-main\data-bin\56\U (21).png,U
Datasets\CHoiCe-Dataset-main\data-bin\26\q (05).png,q
Datasets\CHoiCe-Dataset-main\data-bin\05\5 (06).png,5
Datasets\CHoiCe-Dataset-main\data-bin\58\W (01).png,W
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (44).png,1
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (50).png,0
Datasets\CHoiCe-Dataset-main\data-bin\30\u (03).png,u
Datasets\CHoiCe-Dataset-main\data-bin\23\n (32).png,n
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (61).png,1
Datasets\CHoiCe-Dataset-main\data-bin\40\E (32).png,E
Datasets\CHoiCe-Dataset-main\data-bin\08\8 (06).png,8
Datasets\CHoiCe-Dataset-main\data-bin\60\Y (14).png,Y
Datasets\CHoiCe-Dataset-main\data-bin\08\8 (27).png,8
Datasets\CHoiCe-Dataset-main\data-bin\44\I (10).png,I
Datasets\CHoiCe-Dataset-main\data-bin\07\7 (12).png,7
Datasets\CHoiCe-Dataset-main\data-bin\17\h (28).png,h
Datasets\CHoiCe-Dataset-main\data-bin\21\l (11).png,l
Datasets\CHoiCe-Dataset-main\data-bin\56\U (05).png,U
Datasets\CHoiCe-Dataset-main\data-bin\00\0 (23).png,0
Datasets\CHoiCe-Dataset-main\data-bin\16\g (02).png,g
Datasets\CHoiCe-Dataset-main\data-bin\54\S (20).png,S
Datasets\CHoiCe-Dataset-main\data-bin\27\r (36).png,r
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (52).png,1
Datasets\CHoiCe-Dataset-main\data-bin\43\H (35).png,H
Datasets\CHoiCe-Dataset-main\data-bin\14\e (10).png,e
Datasets\CHoiCe-Dataset-main\data-bin\10\a (33).png,a
Datasets\CHoiCe-Dataset-main\data-bin\05\5 (16).png,5
Datasets\CHoiCe-Dataset-main\data-bin\51\P (35).png,P
Datasets\CHoiCe-Dataset-main\data-bin\54\S (26).png,S
Datasets\CHoiCe-Dataset-main\data-bin\17\h (16).png,h
Datasets\CHoiCe-Dataset-main\data-bin\01\1 (33).png,1
Datasets\CHoiCe-Dataset-main\data-bin\21\l (18).png,l
Datasets\CHoiCe-Dataset-main\data-bin\22\m (05).png,m
Datasets\CHoiCe-Dataset-main\data-bin\09\9 (17).png,9
Datasets\CHoiCe-Dataset-main\data-bin\55\T (02).png,T
Datasets\CHoiCe-Dataset-main\data-bin\02\2 (58).png,2
Datasets\CHoiCe-Dataset-main\data-bin\59\X (05).png,X
Datasets\CHoiCe-Dataset-main\data-bin\20\k (27).png,k
Datasets\CHoiCe-Dataset-main\data-bin\44\I (35).png,I
Datasets\CHoiCe-Dataset-main\data-bin\27\r (18).png,r
Datasets\CHoiCe-Dataset-main\data-bin\08\8 (17).png,8
Datasets\CHoiCe-Dataset-main\data-bin\10\a (34).png,a
Datasets\CHoiCe-Dataset-main\data-bin\38\C (61).png,C
Datasets\CHoiCe-Dataset-main\data-bin\33\x (05).png,x
Datasets\CHoiCe-Dataset-main\data-bin\12\c (03).png,c
Datasets\CHoiCe-Dataset-main\data-bin\46\K (15).png,K
Datasets\CHoiCe-Dataset-main\data-bin\26\q (29).png,q
Datasets\CHoiCe-Dataset-main\data-bin\08\8 (28).png,8
Datasets\CHoiCe-Dataset-main\data-bin\34\y (22).png,y
Datasets\CHoiCe-Dataset-main\data-bin\55\T (09).png,T
Datasets\CHoiCe-Dataset-main\data-bin\04\4 (12).png,4
Datasets\CHoiCe-Dataset-main\data-bin\12\c (22).png,c
Datasets\CHoiCe-Dataset-main\data-bin\47\L (14).png,L
Datasets\CHoiCe-Dataset-main\data-bin\54\S (22).png,S
Datasets\CHoiCe-Dataset-main\data-bin\57\V (15).png,V
Datasets\CHoiCe-Dataset-main\data-bin\36\A (38).png,A
Datasets\CHoiCe-Dataset-main\data-bin\41\F (38).png,F
Datasets\CHoiCe-Dataset-main\data-bin\21\l (39).png,l
Datasets\CHoiCe-Dataset-main\data-bin\18\i (42).png,i
Datasets\CHoiCe-Dataset-main\data-bin\13\d (33).png,d
Datasets\CHoiCe-Dataset-main\data-bin\24\o (11).png,o
